url,status
/company/OBMedia/jobs/Senior-Devop-Engineer-7f50a9b9bca7d876?fccid=616700522c49f565&amp;vjs=3,MISSING DATA
/company/Kraken-Digital-Asset-Exchange/jobs/Core-Infrastructure-Engineer-643d67c3581c5715?fccid=fc7b3a033fd34a37&amp;vjs=3,NOPE
/company/Mican-Technologies/jobs/Senior-Devop-Engineer-b8d79ffb92ef3628?fccid=f5d652c2bc097d42&amp;vjs=3,MISSING DATA
/company/3RP/jobs/Senior-Aws-Devop-Engineer-6d3638d0082f1673?fccid=8499db643ed1ba18&amp;vjs=3,MISSING DATA
/company/Boxed/jobs/Devop-Engineer-973c45b7123ff29a?fccid=31e99608a9d5a87f&amp;vjs=3,NOPE
/company/Hussmann/jobs/Senior-Devop-Engineer-0a933a7c8c14b6a7?fccid=4959bf22aeac0427&amp;vjs=3,MISSING DATA
/company/Softnice-Inc/jobs/Aws-Devop-Engineer-88b2676bfa039877?fccid=ca42bdfbe29c97c0&amp;vjs=3,NOPE
/company/Profile-DM-Inc/jobs/Azure-Devop-3da10dd9f63ef516?fccid=266f630b298a2322&amp;vjs=3,FINISHED
/company/ICF/jobs/Azure-Cloud-Devop-Engineer-cb6aed51ecf75c8b?fccid=e290923a98afee94&amp;vjs=3,FINISHED
/company/N9-IT-SOLUTIONS/jobs/Entry-Level-Devop-Engineer-cfb1f07e9aed8108?fccid=55a3baa4e7511cea&amp;vjs=3,MISSING DATA
/company/taa-solutions-llc/jobs/Linux-Administrator-Devop-Engineer-81d9a2721c6f67e9?fccid=dc14d8d15c8abaea&amp;vjs=3,FINISHED
/company/Infinity-Quest/jobs/Docker-Devop-80811ddb0593ff2d?fccid=8a1252dc7db432f1&amp;vjs=3,MISSING DATA
/company/Techprism.inc/jobs/Devop-Engineer-57fdeb678b3d5318?fccid=85b0064b61cd13ab&amp;vjs=3,FINISHED
/company/Skill-quotient/jobs/Devop-Architect-7c0ef9c795d57a5d?fccid=61efd79318e60e8b&amp;vjs=3,FINISHED
/company/Tekcogno/jobs/Devop-Developer-00991d0a7314c65f?fccid=360f48ee217c77a6&amp;vjs=3,MISSING DATA
/company/Apptrics-LLC/jobs/Devop-Engineer-32524515610f8905?fccid=b5162b6b121c7290&amp;vjs=3,MISSING DATA
/company/Tekcogno/jobs/Devop-Developer-00991d0a7314c65f?fccid=360f48ee217c77a6&amp;vjs=3,MISSING DATA
/company/Cloud-Nerd/jobs/Salesforce-Devop-Consultant-b8842e16faade6b2?fccid=9fd88e47294a9a92&amp;vjs=3,MISSING DATA
/company/ControlExpert/jobs/Devop-Administrator-c097a11edd1b461c?fccid=edc5ba7fa071d488&amp;vjs=3,MISSING DATA
/company/U--Haul/jobs/System-Engineer-925b0f55bdaec461?fccid=2533ecec90dc66a3&amp;vjs=3,MISSING DATA
/company/Infinity-Quest/jobs/Devop-Architect-ab40b162412c16e4?fccid=8a1252dc7db432f1&amp;vjs=3,FINISHED
/company/Digital-Dhara-LLC/jobs/Devop-Architect-fcd3ab69c7ce5443?fccid=c77b76135d73a183&amp;vjs=3,MISSING DATA
/company/Zettabyte-Nxt-LLC/jobs/Devop-Architect-ff8600bedc516a11?fccid=3a446f17794c51fc&amp;vjs=3,MISSING DATA
/company/Aevon-Inc/jobs/Aws-Devop-Solution-Architect-9f7b4d027e85717f?fccid=414627a7e77b0eb4&amp;vjs=3,MISSING DATA
/company/Axle-Informatics/jobs/Devop-Manager-357b59cc4ff65f54?fccid=a60af7a54a26eb04&amp;vjs=3,FINISHED
/company/Intellectt-Inc/jobs/Software-Engineer-dd29045a74aeb60d?fccid=9022c4dfe8411d45&amp;vjs=3,MISSING DATA
/company/Point1-Solutions/jobs/Aws-Devop-Architect-861258f87a42cf2e?fccid=6e338153f0e211c6&amp;vjs=3,FINISHED
/company/COMTEC-INFORMATION-SYSTEMS/jobs/Devop-Engineer-8c21cde2d8b21b91?fccid=b47a3f52ad45bd34&amp;vjs=3,FINISHED
/company/Intellipro-Technologies-Canada-Inc./jobs/Devop-Engineer-3c3728477327df7e?fccid=8dcd5ab779955daa&amp;vjs=3,FINISHED
/company/Catalyte/jobs/Aws-Devop-Engineer-b3ec9c59301fa095?fccid=6d26f2d6e7999c76&amp;vjs=3,FINISHED
/company/Fuge-Technologies-Inc/jobs/Azure-Devop-Engineer-afd510df66ea40d9?fccid=05d954141b7a8562&amp;vjs=3,FINISHED
/company/Tech-HQs/jobs/Devop-Engineer-4f3271cd96ff1a95?fccid=7bdffb10c1abb2e5&amp;vjs=3,FINISHED
/company/PetPartners-Inc./jobs/Devop-Engineer-75bc2d13d5ba9c0b?fccid=2844e03d069924d2&amp;vjs=3,FINISHED
/company/Access-To-Future/jobs/Senior-Devop-Engineer-d68a9afd51191fef?fccid=e6b6a9445fb0d455&amp;vjs=3,FINISHED
/company/Taxrise/jobs/Devop-Engineer-ead2b2999c842357?fccid=42f171881d4c5891&amp;vjs=3,FINISHED
/company/Mindcracker/jobs/Devop-Engineer-a63ee20149b3d512?fccid=7ec614deaa1f6176&amp;vjs=3,FINISHED
/company/Blutium/jobs/Senior-Devop-Engineer-9d02ab2d3f2bd095?fccid=07ba05388d24e41c&amp;vjs=3,MISSING DATA
/company/Sedera-Health/jobs/Devop-Engineer-05865da2c162e8f5?fccid=e107437aea608cc7&amp;vjs=3,MISSING DATA
/company/Teamware-Solutions/jobs/Azure-Devop-Engineer-573a3a2369c63298?fccid=f6e93c362922b86d&amp;vjs=3,FINISHED
/company/Resource-Management-Associates/jobs/IT-Mobile-Devop-Engineer-bc1beb986821e35d?fccid=3453e6c44b5987ad&amp;vjs=3,MISSING DATA
/company/CareStream-Dental/jobs/Devop-Engineer-a8007f9fa129f157?fccid=bc0d30e44f56b662&amp;vjs=3,MISSING DATA
/company/intuitive.cloud/jobs/Senior-Devop-Engineer-5f3c0d85cf4dabea?fccid=6467d401e9a614c3&amp;vjs=3,MISSING DATA
/company/thinklabs/jobs/Devop-Trainee-df3d98220381d84d?fccid=0ee47d67f6b6b9d2&amp;vjs=3,FINISHED
/company/HHAeXchange/jobs/Aws-Devop-Java-Engineer-e56663fc3237f7a2?fccid=1c38ae0295629ba4&amp;vjs=3,MISSING DATA
/company/NetSpend/jobs/Senior-Devop-Engineer-16442e207cd6b78b?fccid=ab52a178a28db212&amp;vjs=3,MISSING DATA
/company/OSR-Consulting/jobs/Devop-Engineer-bd0cbc54e4b4dd6e?fccid=91afc4b2ee73ea25&amp;vjs=3,MISSING DATA
/company/Page-Outsoursing/jobs/Devop-Software-Engineer-1c877c099510166f?fccid=aaaf86ebca2003d9&amp;vjs=3,MISSING DATA
/company/Volto-USA/jobs/Devop-Engineer-090f29132f82b2cb?fccid=1146b7a959518c2f&amp;vjs=3,MISSING DATA
/company/Taylor-Corporation/jobs/Senior-Azure-Devop-Engineer-b6ad851d0c967e5a?fccid=836ebda35c6c1d3b&amp;vjs=3,FINISHED
/company/Apptrics-LLC/jobs/Devop-Architect-1f0279469a42ba5c?fccid=b5162b6b121c7290&amp;vjs=3,MISSING DATA
/company/CTI-Consulting/jobs/Devsecop-Engineer-0d29289df7f6af66?fccid=379434ad9862816d&amp;vjs=3,FINISHED
/company/ARCAD-SOFTWARE/jobs/IBM-Devop-Consultant-6afaa2cd0de9a198?fccid=c5c8e5e425b8d4bd&amp;vjs=3,FINISHED
/company/Samjose-Infotech/jobs/Ga-Tech-IT-Architect-09bba0e5ef08eeb2?fccid=686d9c333ac5c873&amp;vjs=3,MISSING DATA
/company/TekValue-IT-Solutions/jobs/Senior-Window-Administrator-Devop-8f6ea9d162879d25?fccid=dd0695607f4cb8d3&amp;vjs=3,NOPE
/company/Humana/jobs/System-Engineer-3f2a6d2ddc8e90b3?fccid=5f1f0e6dcc6cbc83&amp;vjs=3,MISSING DATA
/company/co/jobs/Lead-Devop-Engineer-f4c60600618dbcf6?fccid=7c2d5b7088271f58&amp;vjs=3,MISSING DATA
/company/eSourced-LLC/jobs/Senior-Devop-265dc26c496e55ca?fccid=3582db791e0200d2&amp;vjs=3,MISSING DATA
/company/Silicon-Mountain-Technologies/jobs/Devop-Delivery-Specialist-db3b36b79b41ed03?fccid=380e157e1096e4ab&amp;vjs=3,FINISHED
/company/intuitive.cloud/jobs/Senior-Cloud-Data-Infrastructure-Engineer-49ddebec3ddc90ee?fccid=6467d401e9a614c3&amp;vjs=3,MISSING DATA
/company/Convisorit/jobs/Salesforce-Devop-Technical-Lead-bd5c8ea5cbf411e3?fccid=58c59db988ad33dc&amp;vjs=3,MISSING DATA
/company/Petabloc---Cloud-Consulting/jobs/Project-Manager-0987ef9d919de882?fccid=5701ce14c514db27&amp;vjs=3,FINISHED
/company/Trf-Technologies/jobs/Devop-Architect-Python-95f3207df71d43e7?fccid=fa8c4c41e0f2106a&amp;vjs=3,FINISHED
/company/University-of-Delaware/jobs/Devop-Network-Engineer-6c67f1244cc7bb32?fccid=4c0be301907c31d0&amp;vjs=3,FINISHED
/company/Aevon-Inc/jobs/Devop-Architect-c64d3dd2d7ebd958?fccid=414627a7e77b0eb4&amp;vjs=3,FINISHED
/company/Devcare-Solutions/jobs/Azure-Devop-Engineer-2eef8e1185e1413b?fccid=debba90512f725cc&amp;vjs=3,MISSING DATA
/company/Sunixa-Solutions/jobs/Devop-Engineer-9d3be363743bc9bb?fccid=b6ed810623a1c478&amp;vjs=3,FINISHED
/company/1upHealth/jobs/Devop-Engineer-e8bd6c15b0dc2665?fccid=70558f67ad143cdc&amp;vjs=3,NOPE
/company/ANB-Sourcing-LLC/jobs/Devop-Engineer-W2-Only-3a923cd6032fc72a?fccid=455a18115bbbf4b9&amp;vjs=3,MISSING DATA
/company/Brahma-Consulting-Group/jobs/Devop-Engineer-16738d8f94774fe0?fccid=15965e7ec9a1df3d&amp;vjs=3,FINISHED
/company/%EF%BC%AC%EF%BC%AF%EF%BC%AF%EF%BC%B0/jobs/Senior-Devop-Engineer-138bc5366c87b2d3?fccid=8d3b9b501e88a734&amp;vjs=3,MISSING DATA
/company/Integration-Developer-Network/jobs/Devop-Engineer-d0b03f7a647b350b?fccid=6af1cd9d656e6476&amp;vjs=3,MISSING DATA
/company/iappsdata/jobs/Devop-Engineer-Groovy-6f964745cacc81b0?fccid=cdb4db21dc7f698f&amp;vjs=3,FINISHED
/company/MeetingResult-LLC/jobs/Azure-Devop-Admin-07673cfaa57342f0?fccid=b81b0e22a64ca147&amp;vjs=3,MISSING DATA
/company/Lemongrass/jobs/Devop-Engineer-fbe49ec88e59e050?fccid=79adceb925d5c833&amp;vjs=3,FINISHED
/company/Openmind-Technologies/jobs/-d56e1766205512c3?fccid=049fc918c1071150&amp;vjs=3,MISSING DATA
/company/Winwire-Technologies/jobs/Devop-System-Administrator-a8850a8c605efbf6?fccid=fd47bffaf068bfb4&amp;vjs=3,MISSING DATA
/company/kasmo-cloud-solutions/jobs/Salesforce-Devop-Engineer-997352b29dbf8051?fccid=d182fe5567b93b2b&amp;vjs=3,MISSING DATA
/company/DSMH-LLC/jobs/Cloud-Devop-Engineer-c90563d48b6793d4?fccid=cec1996c9bfed425&amp;vjs=3,MISSING DATA
/company/Conrelv-Solutions-Inc/jobs/Devop-Artifact-Electriccommander-488543495825ddcf?fccid=e372fc7027ede89f&amp;vjs=3,MISSING DATA
/company/infinite-Computer-Solution/jobs/Devop-or-Cloud-Development-6bed9ec619deb893?fccid=a79f62f595866cb4&amp;vjs=3,MISSING DATA
/company/The-Micah-Group/jobs/Experienced-Software-Engineer-0b1fd82cc7cd952d?fccid=628bc2787aee53e9&amp;vjs=3,FINISHED
/company/Aagama-solutions/jobs/Senior-Azure-Devop-Engineer-a092849169430170?fccid=8738bca88bd5e575&amp;vjs=3,FINISHED
/company/Tekshapers-Software-Solutions-Pvt-Ltd/jobs/Devop-Engineer-96384fdf24ef6385?fccid=eae3b55a47500d2f&amp;vjs=3,FINISHED
/company/BuzzClan-LLC/jobs/Devop-Architect-252e35bf6180f2c5?fccid=3c6bf8306202ea22&amp;vjs=3,MISSING DATA
/company/Pomeroy/jobs/Devop-Developer-b12db62db8930ea6?fccid=e21c375a70111548&amp;vjs=3,MISSING DATA
/company/Winwire-Technologies/jobs/Cloud-Engineer-682829464a206d5d?fccid=fd47bffaf068bfb4&amp;vjs=3,MISSING DATA
/company/The-Micah-Group/jobs/Devop-Engineer-449d764e4aa767d1?fccid=628bc2787aee53e9&amp;vjs=3,FINISHED
/company/SP-TECH/jobs/Azure-Devop-Engineer-676af3c814ce31bd?fccid=f64d56ec015214f0&amp;vjs=3,MISSING DATA
/company/Great-American-Insurance-Group/jobs/Emerging-Tech-Mlop-Engineer-f8260ebf32605f0b?fccid=11e7471668f88afd&amp;vjs=3,FINISHED
/company/Biometric-Health/jobs/Devop-ca8d9fbeeb545c19?fccid=4d52cc8c7c371812&amp;vjs=3,MISSING DATA
/company/Kairos-Technologies/jobs/Cloud-Infrastructure-Engineer-ea14a12507a728ba?fccid=609eeb6b6a1a2e5b&amp;vjs=3,FINISHED
/company/RD-Solutions/jobs/Senior-Devop-Engineer-373873d7aef3faf0?fccid=f5f7303de9e7b4e7&amp;vjs=3,MISSING DATA
/company/VERITIS-GROUP-INC/jobs/Devsecop-81369f21996dd25a?fccid=de301e8c0dc7e7c2&amp;vjs=3,MISSING DATA
/company/Access-To-Future/jobs/Shared-Delivery-Infrastructure-Engineer-2fa86728f6080855?fccid=e6b6a9445fb0d455&amp;vjs=3,FINISHED
/company/INSEEGO/jobs/Senior-Devop-Engineer-4b74fe7739dfeb1e?fccid=b833cb8d4b96402a&amp;vjs=3,MISSING DATA
/company/PerkinElmer/jobs/Product-Owner-e4b172394fedc381?fccid=dedb01f1a81e63e6&amp;vjs=3,MISSING DATA
/company/Keystone-Clearwater-Solutions/jobs/Automation-Devop-Support-Specialist-868e0ccfb7489dea?fccid=b258104e5fafa34d&amp;vjs=3,MISSING DATA
/company/RD-Solutions/jobs/Aws-Devop-Architect-dc6b5fd59d31c021?fccid=f5f7303de9e7b4e7&amp;vjs=3,MISSING DATA
/company/1st--Recruit/jobs/Devop-Devsecop-Architect-2a5058fa80d68533?fccid=4134384278fe2428&amp;vjs=3,MISSING DATA
/company/CTI-Consulting/jobs/Senior-Azure-Devop-Net-Developer-dfc3e2c7c444c959?fccid=379434ad9862816d&amp;vjs=3,MISSING DATA
/company/Career-Management/jobs/Devop-Architect-b454bd032b3089b0?fccid=6df8f47de6b74d4b&amp;vjs=3,MISSING DATA
/company/CYBRILL/jobs/Devop-Engineer-401a0ffad8d61d5d?fccid=824eb61460442a9b&amp;vjs=3,FINISHED
/company/servIT/jobs/Devop-Engineer-1ce1716c4536b00d?fccid=9294c696595d58c6&amp;vjs=3,MISSING DATA
/company/K--TEK-RESOURCING/jobs/Devop-Engineer-Data-Engineer-7981d7f309183f3c?fccid=f1cf45a535518ed5&amp;vjs=3,MISSING DATA
/company/Mygo-Consulting-Inc/jobs/Senior-Devop-Engineer-Architect-c412ccaeb28a4a39?fccid=fcfa86813154b731&amp;vjs=3,MISSING DATA
/company/Gurobi-Optimization/jobs/Devop-Engineer-6bee983139cb3723?fccid=b1c7d26254644e41&amp;vjs=3,FINISHED
/company/Teleqo-Technical-Solutions/jobs/Devop-Engineer-7d0e9462bc2c1747?fccid=da4d3ca60faf7a04&amp;vjs=3,MISSING DATA
/company/AANSEACORE/jobs/Devop-Engineer-Azure-960bc632bc528014?fccid=4552df2d12ae1cad&amp;vjs=3,MISSING DATA
/company/Hireups/jobs/Senior-Devop-Engineer-Benefit-W-or-2a5ae237076bb099?fccid=c7adcdef461c0284&amp;vjs=3,MISSING DATA
/company/EDZ-Systems/jobs/Devop-Automation-Engineer-d146b97c3b697341?fccid=9681ba6573abdccf&amp;vjs=3,MISSING DATA
/company/NLB-Technology-Services/jobs/Devsecop-Resource-Till-Covid-cddc9ecb27137ae8?fccid=b3fc027da382dafc&amp;vjs=3,MISSING DATA
/company/Interas-Labs-LLC/jobs/Lead-Devop-Engineer-Chef-24adefcd99f10f19?fccid=eb4160e632c4d774&amp;vjs=3,MISSING DATA
/company/Valsatech-Corp/jobs/Devop-Manager-Fulltime-Role-8a37f45df1a3a945?fccid=e20d8b8ce46b3390&amp;vjs=3,FINISHED
/company/Federal-Reserve-Bank-(National-IT)/jobs/Cybersecurity-Cloud-Engineer-21f90fb7c69b9b70?fccid=d7ad8f8579dc2d61&amp;vjs=3,MISSING DATA
/company/RD-Solutions-Inc/jobs/Aws-Devop-Engineer-3f0cbfa93c075f36?fccid=0a1e69ab02c3ca26&amp;vjs=3,FINISHED
/company/Turing-IT-Labs/jobs/Devop-Lead-0769f7b4d17c02c7?fccid=cd93cb9ff9343e4b&amp;vjs=3,FINISHED
/company/megan-soft/jobs/Devop-Lead-bb3538092bc37665?fccid=77ffee9cc62fe54c&amp;vjs=3,MISSING DATA
/company/RD-Solutions-Inc/jobs/Devop-Architect-cb074c3adebbf24a?fccid=0a1e69ab02c3ca26&amp;vjs=3,FINISHED
